iteration,start,end,duration
0,34955200591039,34955269369016,68777977
1,34955269371632,34955336897059,67525427
2,34955336899718,34955400537178,63637460
3,34955400539815,34955463596611,63056796
4,34955463598836,34955529840966,66242130
5,34955529843343,34955593651812,63808469
6,34955593654026,34955656420946,62766920
7,34955656423355,34955724181880,67758525
8,34955724183899,34955785298220,61114321
9,34955785300597,34955853391615,68091018
