iteration,start,end,duration
0,25821461245006,25821560827064,99582058
1,25821560829529,25821642394125,81564596
2,25821642395868,25821713881463,71485595
3,25821713883217,25821779826259,65943042
4,25821779828113,25821844390489,64562376
5,25821844392453,25821905799009,61406556
6,25821905801183,25821970113289,64312106
7,25821970115243,25822032057297,61942054
8,25822032059461,25822098260186,66200725
9,25822098262010,25822163466608,65204598
