iteration,start,end,duration
0,25633771395194,25633904460084,133064890
1,25633904461867,25634010345146,105883279
2,25634010347000,25634091011206,80664206
3,25634091013210,25634160418598,69405388
4,25634160420531,25634228870213,68449682
5,25634228872037,25634294403044,65531007
6,25634294405398,25634364412367,70006969
7,25634364414311,25634434740657,70326346
8,25634434742982,25634502553990,67811008
9,25634502555723,25634578228372,75672649
