iteration,start,end,duration
0,25928549783452,25928926584627,376801175
1,25928926586600,25929135855320,209268720
2,25929135857334,25929322464975,186607641
3,25929322467259,25929502502447,180035188
4,25929502504180,25929683688860,181184680
5,25929683690193,25929861108169,177417976
6,25929861109943,25930052128108,191018165
7,25930052130012,25930213091731,160961719
8,25930213093184,25930367529638,154436454
9,25930367531602,25930535005838,167474236
