iteration,start,end,duration
0,34948236683222,34949399958323,1163275101
1,34949399961037,34949578753918,178792881
2,34949578756577,34949748192193,169435616
3,34949748194451,34949920978212,172783761
4,34949920980633,34950079115003,158134370
5,34950079117760,34950252777312,173659552
6,34950252780156,34950413464902,160684746
7,34950413467062,34950576803319,163336257
8,34950576806109,34950734981354,158175245
9,34950734983590,34950888132854,153149264
