iteration,start,end,duration
0,8090721806736,8091584505338,862698602
1,8091584507722,8091706905502,122397780
2,8091706907917,8091819657539,112749622
3,8091819659903,8091927604923,107945020
4,8091927608029,8092034637704,107029675
5,8092034640049,8092126175274,91535225
6,8092126177658,8092200719533,74541875
7,8092200721387,8092282790416,82069029
8,8092282792289,8092366964369,84172080
9,8092366966393,8092447061213,80094820
