iteration,start,end,duration
0,8087096070624,8088423646349,1327575725
1,8088423648313,8088636967207,213318894
2,8088636969331,8088842898730,205929399
3,8088842900874,8089089344105,246443231
4,8089089346179,8089349174725,259828546
5,8089349177209,8089580620015,231442806
6,8089580622029,8089809217287,228595258
7,8089809219491,8090070367639,261148148
8,8090070369713,8090314235393,243865680
9,8090314237417,8090503439989,189202572
