iteration,start,end,duration
0,10357666992679,10512981827556,155314834877
1,10530367958354,10699763377144,169395418790
2,10717169288202,10886620942044,169451653842
3,10903666602172,11062621190804,158954588632
4,11079987517291,11249633146437,169645629146
5,11266519828620,11435984243172,169464414552
6,11453766293140,11619061257928,165294964788
7,11636527483537,11795933087071,159405603534
8,11813048765770,11982412971066,169364205296
9,11999697405163,12159131065679,159433660516
