iteration,start,end,duration
0,11545362974068,11562725631520,17362657452
1,11710057869469,11727456261844,17398392375
2,11875037577871,11892676193475,17638615604
3,12049729960644,12067116016153,17386055509
4,12205228653765,12225477872242,20249218477
5,12383073786637,12400615297231,17541510594
6,12548088376975,12565786854404,17698477429
7,12723427431319,12741135742227,17708310908
8,12888269105860,12905717086938,17447981078
9,13063293648625,13080545420884,17251772259
