iteration,start,end,duration
0,21114622476343,21131385206338,16762729995
1,21288663666763,21305535962594,16872295831
2,21462885071890,21479267748164,16382676274
3,21626344356995,21643537573892,17193216897
4,21790423097603,21806748693078,16325595475
5,21963992452534,21980717120609,16724668075
6,22138052145320,22154735543771,16683398451
7,22311332275344,22328075229304,16742953960
8,22485323529525,22501689030177,16365500652
9,22658572340081,22675185865174,16613525093
