iteration,start,end,duration
0,25634579616212,25634797146738,217530526
1,25634797149082,25634894552528,97403446
2,25634894554552,25635004101695,109547143
3,25635004103930,25635128582572,124478642
4,25635128586049,25635243701463,115115414
5,25635243703807,25635361714531,118010724
6,25635361716886,25635482261944,120545058
7,25635482264068,25635575534023,93269955
8,25635575536228,25635672104751,96568523
9,25635672107166,25635761389712,89282546
