iteration,start,end,duration
0,8095105966231,8095408049240,302083009
1,8095408051384,8095570834376,162782992
2,8095570836129,8095724316350,153480221
3,8095724319085,8095849721945,125402860
4,8095849723979,8095973964894,124240915
5,8095973967359,8096212325579,238358220
6,8096212329707,8096368420353,156090646
7,8096368422908,8096500575993,132153085
8,8096500577987,8096609130968,108552981
9,8096609134174,8096734525051,125390877
