iteration,start,end,duration
0,7118974784492,7192387593752,73412809260
1,7205886565937,7282611721657,76725155720
2,7296344239996,7369683891785,73339651789
3,7383145974773,7457031164759,73885189986
4,7470665463852,7543899356079,73233892227
5,7557443877759,7631295492478,73851614719
6,7644896353790,7719660813088,74764459298
7,7733355248421,7806593278294,73238029873
8,7819654083552,7894546054670,74891971118
9,7907715705806,7981609942180,73894236374
