iteration,start,end,duration
0,8278710337524,8278910988231,200650707
1,8278910989634,8278997572853,86583219
2,8278997574437,8279083042493,85468056
3,8279083044246,8279175477583,92433337
4,8279175479467,8279274668422,99188955
5,8279274669965,8279375680351,101010386
6,8279375681894,8279473422890,97740996
7,8279473424323,8279576067286,102642963
8,8279576069160,8279673679913,97610753
9,8279673681937,8279764012555,90330618
