iteration,start,end,duration
0,34953380729868,34953506466859,125736991
1,34953506469442,34953576542262,70072820
2,34953576544281,34953641968203,65423922
3,34953641970189,34953705342530,63372341
4,34953705344581,34953769699131,64354550
5,34953769701205,34953839630288,69929083
6,34953839632285,34953904118830,64486545
7,34953904120849,34953969148411,65027562
8,34953969150354,34954035738543,66588189
9,34954035741116,34954104503101,68761985
