iteration,start,end,duration
0,18411541956530,18425507916680,13965960150
1,18498568772290,18512296838735,13728066445
2,18585571979873,18599228473583,13656493710
3,18672571339100,18686148314861,13576975761
4,18759201387395,18773028324265,13826936870
5,18845961029189,18859556680170,13595650981
6,18932389105990,18946125676851,13736570861
7,19019572050066,19033376639485,13804589419
8,19106442095879,19120438191659,13996095780
9,19193818850411,19207478633332,13659782921
