iteration,start,end,duration
0,48303647292640,48304339557091,692264451
1,48304339559285,48304566782425,227223140
2,48304566784328,48304782275670,215491342
3,48304782277754,48305014968212,232690458
4,48305014970386,48305245986723,231016337
5,48305245989068,48305478974227,232985159
6,48305478978184,48305724186645,245208461
7,48305724188969,48306018935417,294746448
8,48306018937872,48306235047239,216109367
9,48306235049022,48306422867542,187818520
