iteration,start,end,duration
0,25632602074848,25632671565851,69491003
1,25632671567835,25632731041974,59474139
2,25632731043797,25632788279129,57235332
3,25632788282736,25632861472361,73189625
4,25632861475307,25632920194442,58719135
5,25632920196175,25632986743795,66547620
6,25632986745919,25633040925298,54179379
7,25633040927192,25633097013282,56086090
8,25633097015206,25633153017495,56002289
9,25633153019438,25633207846538,54827100
