iteration,start,end,duration
0,3584271463572,3770793383852,186521920280
1,3788326564855,3957962822101,169636257246
2,3975090824050,4133861441437,158770617387
3,4151112833507,4320550381562,169437548055
4,4338077501553,4507453779412,169376277859
5,4524206583498,4693281804535,169075221037
6,4710718231884,4875811666826,165093434942
7,4893317592371,5062263418874,168945826503
8,5079475595008,5248659681760,169184086752
9,5265784114665,5435153745807,169369631142
