iteration,start,end,duration
0,25635854569411,25635939565831,84996420
1,25635939567985,25636017586352,78018367
2,25636017589578,25636085147088,67557510
3,25636085149252,25636156250735,71101483
4,25636156252739,25636226144105,69891366
5,25636226145888,25636298512730,72366842
6,25636298514453,25636372243657,73729204
7,25636372245301,25636449487220,77241919
8,25636449490447,25636515734409,66243962
9,25636515736423,25636583796292,68059869
