iteration,start,end,duration
0,8276694630918,8276765708156,71077238
1,8276765710220,8276807781278,42071058
2,8276807783061,8276852582570,44799509
3,8276852584444,8276899266576,46682132
4,8276899270533,8276947889412,48618879
5,8276947891406,8276992564893,44673487
6,8276992566876,8277046280539,53713663
7,8277046282182,8277106743906,60461724
8,8277106745830,8277164338518,57592688
9,8277164340582,8277223963418,59622836
