iteration,start,end,duration
0,8142404004014,8159623937774,17219933760
1,8306863749448,8324014692811,17150943363
2,8471291981989,8489031581858,17739599869
3,8636741945300,8654363432221,17621486921
4,8801743873841,8819371571672,17627697831
5,8966933363901,8984513635271,17580271370
6,9132126262246,9149865782702,17739520456
7,9297614878261,9315184709896,17569831635
8,9462463419247,9479744059650,17280640403
9,9616877278538,9634392698527,17515419989
