iteration,start,end,duration
0,24580830565190,24594809454490,13978889300
1,24677790469757,24691816204662,14025734905
2,24775291331276,24788996568626,13705237350
3,24871960862966,24885899944385,13939081419
4,24968921599256,24983018340100,14096740844
5,25065491745570,25079088922463,13597176893
6,25162101410579,25175897403718,13795993139
7,25259111440397,25273076821466,13965381069
8,25356412524586,25370175343325,13762818739
9,25453219906983,25467058490537,13838583554
