iteration,start,end,duration
0,48130943753166,48136942981465,5999228299
1,48136942984321,48142498829558,5555845237
2,48142498831131,48147995196958,5496365827
3,48147995199072,48153610494227,5615295155
4,48153610497664,48159124309646,5513811982
5,48159124311209,48164665247089,5540935880
6,48164665248963,48170304171568,5638922605
7,48170304173311,48175885926346,5581753035
8,48175885928320,48181416223177,5530294857
9,48181416225091,48186911888454,5495663363
