iteration,start,end,duration
0,25932104543241,25932178026748,73483507
1,25932178028372,25932235426643,57398271
2,25932235428597,25932291079304,55650707
3,25932291081117,25932346146293,55065176
4,25932346148047,25932396211446,50063399
5,25932396213751,25932451228351,55014600
6,25932451230104,25932505437794,54207690
7,25932505439547,25932561313647,55874100
8,25932561315650,25932623471347,62155697
9,25932623473401,25932684199147,60725746
