iteration,start,end,duration
0,2156984722362,2260291774117,103307051755
1,2274344658870,2368193027183,93848368313
2,2382075236849,2485924407411,103849170562
3,2499865943428,2583160647373,83294703945
4,2597068055923,2689868100169,92800044246
5,2704058779219,2787750201164,83691421945
6,2802179804563,2885106006422,82926201859
7,2899045261291,2981981477235,82936215944
8,2995965776490,3078665777800,82700001310
9,3092687793221,3186042110980,93354317759
