iteration,start,end,duration
0,8096847092939,8096943183100,96090161
1,8096943184954,8097043107280,99922326
2,8097043109354,8097137608328,94498974
3,8097137610222,8097222347834,84737612
4,8097222350139,8097346337545,123987406
5,8097346341603,8097508700859,162359256
6,8097508703033,8097613267828,104564795
7,8097613269481,8097702253607,88984126
8,8097702255631,8097780091256,77835625
9,8097780093841,8097869058889,88965048
