iteration,start,end,duration
0,25933829088075,25933916402611,87314536
1,25933916404735,25933998568662,82163927
2,25933998570856,25934078732027,80161171
3,25934078734211,25934159139050,80404839
4,25934159142888,25934243930833,84787945
5,25934243933007,25934334881100,90948093
6,25934334882974,25934414018934,79135960
7,25934414021409,25934490760199,76738790
8,25934490762123,25934561837495,71075372
9,25934561839819,25934632345532,70505713
