iteration,start,end,duration
0,8093236568388,8093316522614,79954226
1,8093316524838,8093417448597,100923759
2,8093417451012,8093548550283,131099271
3,8093548553349,8093632276785,83723436
4,8093632278919,8093719239831,86960912
5,8093719242205,8093790828388,71586183
6,8093790830523,8093870968715,80138192
7,8093870971039,8093971011364,100040325
8,8093971014650,8094055381498,84366848
9,8094055383191,8094119515732,64132541
