iteration,start,end,duration
0,8278089279428,8278169565380,80285952
1,8278169567124,8278227359369,57792245
2,8278227360842,8278294597990,67237148
3,8278294599793,8278346177483,51577690
4,8278346178986,8278401830750,55651764
5,8278401833135,8278460602706,58769571
6,8278460604309,8278525644154,65039845
7,8278525645968,8278590362526,64716558
8,8278590364229,8278649850942,59486713
9,8278649852725,8278708596296,58743571
