iteration,start,end,duration
0,34952216402137,34952280366235,63964098
1,34952280368210,34952335628140,55259930
2,34952335629801,34952392262578,56632777
3,34952392265465,34952442673159,50407694
4,34952442675211,34952498958098,56282887
5,34952498960172,34952559249121,60288949
6,34952559251552,34952607563666,48312114
7,34952607565881,34952658018108,50452227
8,34952658019986,34952710617026,52597040
9,34952710619392,34952765940553,55321161
