iteration,start,end,duration
0,8092448852889,8092555088091,106235202
1,8092555090586,8092642577908,87487322
2,8092642580523,8092723882855,81302332
3,8092723885140,8092799431170,75546030
4,8092799433474,8092878314342,78880868
5,8092878316907,8092964759638,86442731
6,8092964762063,8093046286138,81524075
7,8093046288612,8093115335227,69046615
8,8093115337251,8093173336273,57999022
9,8093173338437,8093235128604,61790167
