iteration,start,end,duration
0,3199731793990,3294819340364,95087546374
1,3308995531159,3403226554795,94231023636
2,3417155177171,3501773976074,84618798903
3,3515487240931,3609553527244,94066286313
4,3623057024745,3706823150768,83766126023
5,3720365747858,3804993907078,84628159220
6,3818696177655,3903652934197,84956756542
7,3916967535836,4000353241954,83385706118
8,4013715069659,4108124770947,94409701288
9,4121586580731,4206181860250,84595279519
