iteration,start,end,duration
0,25626245739420,25626993141401,747401981
1,25626993143315,25627151690151,158546836
2,25627151692175,25627308286258,156594083
3,25627308288082,25627464296052,156007970
4,25627464297885,25627619162991,154865106
5,25627619165366,25627783086003,163920637
6,25627783087616,25627936548991,153461375
7,25627936550514,25628091028332,154477818
8,25628091030016,25628235796802,144766786
9,25628235798535,25628390244286,154445751
