iteration,start,end,duration
0,25820423660614,25820481714165,58053551
1,25820481716389,25820541867906,60151517
2,25820541870100,25820596666952,54796852
3,25820596670219,25820646637465,49967246
4,25820646639689,25820699195896,52556207
5,25820699198051,25820759686503,60488452
6,25820759690310,25820810454266,50763956
7,25820810458023,25820863956999,53498976
8,25820863958843,25820920359822,56400979
9,25820920362097,25820968473030,48110933
