iteration,start,end,duration
0,25823359668238,25823439544835,79876597
1,25823439547159,25823513499135,73951976
2,25823513501279,25823585997917,72496638
3,25823585999891,25823656382226,70382335
4,25823656384521,25823737511763,81127242
5,25823737513837,25823819573668,82059831
6,25823819576002,25823897212764,77636762
7,25823897214848,25823972723272,75508424
8,25823972725105,25824049368768,76643663
9,25824049370781,25824123048260,73677479
