iteration,start,end,duration
0,1855064985231,2012290692802,157225707571
1,2028707751227,2186553144981,157845393754
2,2203149024516,2360455230406,157306205890
3,2377169477382,2523883149347,146713671965
4,2540409197066,2697512596165,157103399099
5,2714437401736,2871974609336,157537207600
6,2888478925094,3045793772149,157314847055
7,3062618144921,3219694404271,157076259350
8,3236518396461,3393294140846,156775744385
9,3410568378712,3567833208055,157264829343
