iteration,start,end,duration
0,12274215655074,12347631348880,73415693806
1,12361445875537,12444727790284,83281914747
2,12458458409660,12541794236139,83335826479
3,12555636686289,12638482252743,82845566454
4,12652389889753,12735093086192,82703196439
5,12749099263783,12832532885029,83433621246
6,12846365826357,12929681892957,83316066600
7,12943685733811,13027042008838,83356275027
8,13041089044460,13124312147550,83223103090
9,13138389661981,13221711481477,83321819496
