iteration,start,end,duration
0,25930745206146,25930809436236,64230090
1,25930809440414,25930853512687,44072273
2,25930853514971,25930899421677,45906706
3,25930899423590,25930946205258,46781668
4,25930946207572,25930995788102,49580530
5,25930995790166,25931044922311,49132145
6,25931044924446,25931094405943,49481497
7,25931094408258,25931149475334,55067076
8,25931149477628,25931199805691,50328063
9,25931199807985,25931249036396,49228411
