iteration,start,end,duration
0,5452440504924,5535640907959,83200403035
1,5549586374479,5632991942053,83405567574
2,5646889633384,5730209851897,83320218513
3,5743967129278,5827392185272,83425055994
4,5841235527615,5924011172458,82775644843
5,5938117020177,6020982369573,82865349396
6,6035138222833,6118131581729,82993358896
7,6132078030875,6215350729293,83272698418
8,6228937663957,6311920792580,82983128623
9,6325897347651,6409400228853,83502881202
